Var1,Var2,Var3
36.75,-117.35,0
36.75,-117.25,0
36.75,-117.15,0
36.75,-117.05,0
36.75,-116.95,0
36.85,-122.95,0
36.85,-122.85,0
36.85,-122.75,0
36.85,-122.65,0
36.85,-122.55,0
36.85,-122.45,0
36.85,-122.35,0
36.85,-122.25,0
36.85,-122.15,0
36.85,-122.05,0
36.85,-121.95,0
36.85,-121.85,0
36.85,-121.75,0
36.85,-121.65,0
36.85,-121.55,0
36.85,-121.45,0
36.85,-121.35,0
36.85,-121.25,0
36.85,-121.15,0
36.85,-121.05,0
36.85,-120.95,0
36.85,-120.85,0
36.85,-120.75,0
36.85,-120.65,0
36.85,-120.55,0
36.85,-120.45,0
36.85,-120.35,0
36.85,-120.25,0
36.85,-120.15,25822950.552187
36.85,-120.05,119813595.216041
36.85,-119.95,123362721.121348
36.85,-119.85,119935978.867977
36.85,-119.75,123362721.121348
36.85,-119.65,119935978.867977
36.85,-119.55,123362721.121348
36.85,-119.45,119935978.867977
36.85,-119.35,123362721.121317
36.85,-119.25,119935978.867977
36.85,-119.15,123362721.121348
36.85,-119.05,114183947.228391
36.85,-118.95,76734549.7451244
36.85,-118.85,29494460.10937
36.85,-118.75,611918.259530497
36.85,-118.65,0
36.85,-118.55,0
36.85,-118.45,0
36.85,-118.35,0
36.85,-118.25,0
36.85,-118.15,0
36.85,-118.05,0
36.85,-117.95,0
36.85,-117.85,0
36.85,-117.75,0
36.85,-117.65,0
36.85,-117.55,0
36.85,-117.45,0
36.85,-117.35,0
36.85,-117.25,0
36.85,-117.15,0
36.85,-117.05,0
36.85,-116.95,0
36.95,-122.95,0
36.95,-122.85,0
36.95,-122.75,0
36.95,-122.65,0
36.95,-122.55,0
36.95,-122.45,0
36.95,-122.35,0
36.95,-122.25,0
36.95,-122.15,0
36.95,-122.05,0
36.95,-121.95,0
36.95,-121.85,0
36.95,-121.75,0
36.95,-121.65,0
36.95,-121.55,0
36.95,-121.45,0
36.95,-121.35,0
36.95,-121.25,0
36.95,-121.15,0
36.95,-121.05,0
36.95,-120.95,0
36.95,-120.85,0
36.95,-120.75,0
36.95,-120.65,0
36.95,-120.55,0
36.95,-120.45,0
36.95,-120.35,0
36.95,-120.25,0
36.95,-120.15,86742546.8552287
36.95,-120.05,119898019.63061
36.95,-119.95,123323677.334373
36.95,-119.85,119898019.630641
36.95,-119.75,123323677.334373
36.95,-119.65,119898019.630641
36.95,-119.55,123323677.334373
36.95,-119.45,119898019.630641
36.95,-119.35,123323677.334342
36.95,-119.25,119898019.630641
36.95,-119.15,123323677.334373
36.95,-119.05,119898019.630641
36.95,-118.95,123323677.334373
36.95,-118.85,119898019.630641
36.95,-118.75,104237870.127863
36.95,-118.65,61539493.7491961
36.95,-118.55,15293114.7488062
36.95,-118.45,0
36.95,-118.35,0
36.95,-118.25,0
36.95,-118.15,0
36.95,-118.05,0
36.95,-117.95,0
36.95,-117.85,0
36.95,-117.75,0
36.95,-117.65,0
36.95,-117.55,0
36.95,-117.45,0
36.95,-117.35,0
36.95,-117.25,0
36.95,-117.15,0
36.95,-117.05,0
36.95,-116.95,0
37.05,-122.95,0
37.05,-122.85,0
37.05,-122.75,0
37.05,-122.65,0
37.05,-122.55,0
37.05,-122.45,0
37.05,-122.35,0
37.05,-122.25,0
37.05,-122.15,0
37.05,-122.05,0
37.05,-121.95,0
37.05,-121.85,0
37.05,-121.75,0
37.05,-121.65,0
37.05,-121.55,0
37.05,-121.45,0
37.05,-121.35,0
37.05,-121.25,0
37.05,-121.15,0
37.05,-121.05,0
37.05,-120.95,0
37.05,-120.85,0
37.05,-120.75,0
37.05,-120.65,0
37.05,-120.55,0
37.05,-120.45,0
37.05,-120.35,0
37.05,-120.25,28008030.8080743
37.05,-120.15,119859695.161191
37.05,-120.05,119859695.161161
37.05,-119.95,123284257.880083
37.05,-119.85,119859695.161191
37.05,-119.75,123284257.880083
37.05,-119.65,119859695.161191
37.05,-119.55,123284257.880083
37.05,-119.45,119859695.161191
37.05,-119.35,123284257.880051
37.05,-119.25,119859695.161191
37.05,-119.15,123284257.880083
37.05,-119.05,119859695.161191
37.05,-118.95,123284257.880083
37.05,-118.85,119859695.161191
37.05,-118.75,119859695.161191
37.05,-118.65,123284257.880083
37.05,-118.55,119248166.104247
37.05,-118.45,92218581.787284
37.05,-118.35,44519315.3455854
37.05,-118.25,5626067.32389266
37.05,-118.15,0
37.05,-118.05,0
37.05,-117.95,0
37.05,-117.85,0
37.05,-117.75,0
37.05,-117.65,0
37.05,-117.55,0
37.05,-117.45,0
37.05,-117.35,0
37.05,-117.25,0
37.05,-117.15,0
37.05,-117.05,0
37.05,-116.95,0
37.15,-122.95,0
37.15,-122.85,0
37.15,-122.75,0
37.15,-122.65,0
37.15,-122.55,0
37.15,-122.45,0
37.15,-122.35,0
37.15,-122.25,0
37.15,-122.15,0
37.15,-122.05,0
37.15,-121.95,0
37.15,-121.85,0
37.15,-121.75,0
37.15,-121.65,0
37.15,-121.55,0
37.15,-121.45,0
37.15,-121.35,0
37.15,-121.25,0
37.15,-121.15,0
37.15,-121.05,0
37.15,-120.95,0
37.15,-120.85,0
37.15,-120.75,0
37.15,-120.65,0
37.15,-120.55,0
37.15,-120.45,0
37.15,-120.35,0
37.15,-120.25,89132156.1911336
37.15,-120.15,119821005.579302
37.15,-120.05,119821005.579271
37.15,-119.95,123244462.881567
37.15,-119.85,119821005.579302
37.15,-119.75,123244462.881567
37.15,-119.65,119821005.579302
37.15,-119.55,123244462.881567
37.15,-119.45,119821005.579302
37.15,-119.35,123244462.881536
37.15,-119.25,119821005.579302
37.15,-119.15,123244462.881567
37.15,-119.05,119821005.579302
37.15,-118.95,123244462.881567
37.15,-118.85,119821005.579302
37.15,-118.75,119821005.579302
37.15,-118.65,123244462.881567
37.15,-118.55,119821005.579302
37.15,-118.45,123244462.881567
37.15,-118.35,119821005.579302
37.15,-118.25,117131146.270379
37.15,-118.15,74093397.327609
37.15,-118.05,30077517.7270492
37.15,-117.95,615667.346658736
37.15,-117.85,0
37.15,-117.75,0
37.15,-117.65,0
37.15,-117.55,0
37.15,-117.45,0
37.15,-117.35,0
37.15,-117.25,0
37.15,-117.15,0
37.15,-117.05,0
37.15,-116.95,0
37.25,-122.95,0
37.25,-122.85,0
37.25,-122.75,0
37.25,-122.65,0
37.25,-122.55,0
37.25,-122.45,0
37.25,-122.35,0
37.25,-122.25,0
37.25,-122.15,0
37.25,-122.05,0
37.25,-121.95,0
37.25,-121.85,0
37.25,-121.75,0
37.25,-121.65,0
37.25,-121.55,0
37.25,-121.45,0
37.25,-121.35,0
37.25,-121.25,0
37.25,-121.15,0
37.25,-121.05,0
37.25,-120.95,0
37.25,-120.85,0
37.25,-120.75,0
37.25,-120.65,0
37.25,-120.55,0
37.25,-120.45,0
37.25,-120.35,27012052.2159422
37.25,-120.25,123082065.979429
37.25,-120.15,119781951.002821
37.25,-120.05,119781951.00279
37.25,-119.95,123204292.460044
37.25,-119.85,119781951.002821
37.25,-119.75,123204292.460044
37.25,-119.65,119781951.002821
37.25,-119.55,123204292.460044
37.25,-119.45,119781951.002821
37.25,-119.35,123204292.460013
37.25,-119.25,119781951.002821
37.25,-119.15,123204292.460044
37.25,-119.05,119781951.002821
37.25,-118.95,123204292.460044
37.25,-118.85,119781951.002821
37.25,-118.75,119781951.002821
37.25,-118.65,123204292.460044
37.25,-118.55,119781951.002821
37.25,-118.45,123204292.460044
37.25,-118.35,119781951.002821
37.25,-118.25,123204292.460044
37.25,-118.15,119781951.002821
37.25,-118.05,123204292.460044
37.25,-117.95,64993280.9262375
37.25,-117.85,0
37.25,-117.75,0
37.25,-117.65,0
37.25,-117.55,0
37.25,-117.45,0
37.25,-117.35,0
37.25,-117.25,0
37.25,-117.15,0
37.25,-117.05,0
37.25,-116.95,0
37.35,-122.95,0
37.35,-122.85,0
37.35,-122.75,0
37.35,-122.65,0
37.35,-122.55,0
37.35,-122.45,0
37.35,-122.35,0
37.35,-122.25,0
37.35,-122.15,0
37.35,-122.05,0
37.35,-121.95,0
37.35,-121.85,0
37.35,-121.75,0
37.35,-121.65,0
37.35,-121.55,0
37.35,-121.45,0
37.35,-121.35,0
37.35,-121.25,0
37.35,-121.15,0
37.35,-121.05,0
37.35,-120.95,0
37.35,-120.85,0
37.35,-120.75,0
37.35,-120.65,0
37.35,-120.55,0
37.35,-120.45,0
37.35,-120.35,87851918.5539457
37.35,-120.25,123163746.734878
37.35,-120.15,119742531.547798
37.35,-120.05,119742531.547768
37.35,-119.95,123163746.734878
37.35,-119.85,119742531.547798
37.35,-119.75,123163746.734878
37.35,-119.65,119742531.547798
37.35,-119.55,123163746.734878
37.35,-119.45,119742531.547798
37.35,-119.35,123163746.734847
37.35,-119.25,119742531.547798
37.35,-119.15,123163746.734878
37.35,-119.05,119742531.547798
37.35,-118.95,123163746.734878
37.35,-118.85,119742531.547798
37.35,-118.75,119742531.547798
37.35,-118.65,123163746.734878
37.35,-118.55,119742531.547798
37.35,-118.45,123163746.734878
37.35,-118.35,119742531.547798
37.35,-118.25,123163746.734878
37.35,-118.15,119742531.547798
37.35,-118.05,123163746.734878
37.35,-117.95,27686885.8224935
37.35,-117.85,0
37.35,-117.75,0
37.35,-117.65,0
37.35,-117.55,0
37.35,-117.45,0
37.35,-117.35,0
37.35,-117.25,0
37.35,-117.15,0
37.35,-117.05,0
37.35,-116.95,0
37.45,-122.95,0
37.45,-122.85,0
37.45,-122.75,0
37.45,-122.65,0
37.45,-122.55,0
37.45,-122.45,0
37.45,-122.35,0
37.45,-122.25,0
37.45,-122.15,0
37.45,-122.05,0
37.45,-121.95,0
37.45,-121.85,0
37.45,-121.75,0
37.45,-121.65,0
37.45,-121.55,0
37.45,-121.45,0
37.45,-121.35,0
37.45,-121.25,0
37.45,-121.15,0
37.45,-121.05,0
37.45,-120.95,0
37.45,-120.85,0
37.45,-120.75,0
37.45,-120.65,0
37.45,-120.55,0
37.45,-120.45,29070667.2104703
37.45,-120.35,119702747.33723
37.45,-120.25,123122825.83258
37.45,-120.15,119702747.33723
37.45,-120.05,119702747.3372
37.45,-119.95,123122825.83258
37.45,-119.85,119702747.33723
37.45,-119.75,123122825.83258
37.45,-119.65,119702747.33723
37.45,-119.55,123122825.83258
37.45,-119.45,119702747.33723
37.45,-119.35,123122825.832549
37.45,-119.25,119702747.33723
37.45,-119.15,123122825.83258
37.45,-119.05,119702747.33723
37.45,-118.95,123122825.83258
37.45,-118.85,119702747.33723
37.45,-118.75,119702747.33723
37.45,-118.65,123122825.83258
37.45,-118.55,119702747.33723
37.45,-118.45,123122825.83258
37.45,-118.35,119702747.33723
37.45,-118.25,123122825.83258
37.45,-118.15,119702747.33723
37.45,-118.05,103457374.484321
37.45,-117.95,246023.883657356
37.45,-117.85,0
37.45,-117.75,0
37.45,-117.65,0
37.45,-117.55,0
37.45,-117.45,0
37.45,-117.35,0
37.45,-117.25,0
37.45,-117.15,0
37.45,-117.05,0
37.45,-116.95,0
37.55,-122.95,0
37.55,-122.85,0
37.55,-122.75,0
37.55,-122.65,0
37.55,-122.55,0
37.55,-122.45,0
37.55,-122.35,0
37.55,-122.25,0
37.55,-122.15,0
37.55,-122.05,0
37.55,-121.95,0
37.55,-121.85,0
37.55,-121.75,0
37.55,-121.65,0
37.55,-121.55,0
37.55,-121.45,0
37.55,-121.35,0
37.55,-121.25,0
37.55,-121.15,0
37.55,-121.05,0
37.55,-120.95,0
37.55,-120.85,0
37.55,-120.75,0
37.55,-120.65,0
37.55,-120.55,0
37.55,-120.45,89991158.2539101
37.55,-120.35,119662598.492309
37.55,-120.25,123081529.877804
37.55,-120.15,119662598.492309
37.55,-120.05,119662598.492279
37.55,-119.95,123081529.877804
37.55,-119.85,119662598.492309
37.55,-119.75,123081529.877804
37.55,-119.65,119662598.492309
37.55,-119.55,123081529.877804
37.55,-119.45,119662598.492309
37.55,-119.35,123081529.877772
37.55,-119.25,119662598.492309
37.55,-119.15,123081529.877804
37.55,-119.05,119662598.492309
37.55,-118.95,123081529.877804
37.55,-118.85,119662598.492309
37.55,-118.75,119662598.492309
37.55,-118.65,123081529.877804
37.55,-118.55,119662598.492309
37.55,-118.45,123081529.877804
37.55,-118.35,119662598.492309
37.55,-118.25,123081529.877804
37.55,-118.15,119662598.492309
37.55,-118.05,58610252.3227637
37.55,-117.95,0
37.55,-117.85,0
37.55,-117.75,0
37.55,-117.65,0
37.55,-117.55,0
37.55,-117.45,0
37.55,-117.35,0
37.55,-117.25,0
37.55,-117.15,0
37.55,-117.05,0
37.55,-116.95,0
37.65,-122.95,0
37.65,-122.85,0
37.65,-122.75,0
37.65,-122.65,0
37.65,-122.55,0
37.65,-122.45,0
37.65,-122.35,0
37.65,-122.25,0
37.65,-122.15,0
37.65,-122.05,0
37.65,-121.95,0
37.65,-121.85,0
37.65,-121.75,0
37.65,-121.65,0
37.65,-121.55,0
37.65,-121.45,0
37.65,-121.35,0
37.65,-121.25,0
37.65,-121.15,0
37.65,-121.05,0
37.65,-120.95,0
37.65,-120.85,0
37.65,-120.75,0
37.65,-120.65,0
37.65,-120.55,27830444.2961124
37.65,-120.45,123039858.993339
37.65,-120.35,119622085.132413
37.65,-120.25,123039858.993339
37.65,-120.15,119622085.132413
37.65,-120.05,119622085.132383
37.65,-119.95,123039858.993339
37.65,-119.85,119622085.132413
37.65,-119.75,123039858.993339
37.65,-119.65,119622085.132413
37.65,-119.55,123039858.993339
37.65,-119.45,119622085.132413
37.65,-119.35,123039858.993308
37.65,-119.25,119622085.132413
37.65,-119.15,123039858.993339
37.65,-119.05,119622085.132413
37.65,-118.95,123039858.993339
37.65,-118.85,119622085.132413
37.65,-118.75,119622085.132413
37.65,-118.65,123039858.993339
37.65,-118.55,119622085.132413
37.65,-118.45,123039858.993339
37.65,-118.35,119622085.132413
37.65,-118.25,123039858.993339
37.65,-118.15,118889705.019357
37.65,-118.05,14403475.5567599
37.65,-117.95,0
37.65,-117.85,0
37.65,-117.75,0
37.65,-117.65,0
37.65,-117.55,0
37.65,-117.45,0
37.65,-117.35,0
37.65,-117.25,0
37.65,-117.15,0
37.65,-117.05,0
37.65,-116.95,0
37.75,-122.95,0
37.75,-122.85,0
37.75,-122.75,0
37.75,-122.65,0
37.75,-122.55,0
37.75,-122.45,0
37.75,-122.35,0
37.75,-122.25,0
37.75,-122.15,0
37.75,-122.05,0
37.75,-121.95,0
37.75,-121.85,0
37.75,-121.75,0
37.75,-121.65,0
37.75,-121.55,0
37.75,-121.45,0
37.75,-121.35,0
37.75,-121.25,0
37.75,-121.15,0
37.75,-121.05,0
37.75,-120.95,0
37.75,-120.85,0
37.75,-120.75,0
37.75,-120.65,0
37.75,-120.55,88709732.4171267
37.75,-120.45,122997813.310129
37.75,-120.35,119581207.384848
37.75,-120.25,122997813.310129
37.75,-120.15,119581207.384848
37.75,-120.05,119581207.384817
37.75,-119.95,122997813.310129
37.75,-119.85,119581207.384848
37.75,-119.75,122997813.310129
37.75,-119.65,119581207.384848
37.75,-119.55,122997813.310129
37.75,-119.45,119581207.384848
37.75,-119.35,122997813.310098
37.75,-119.25,119581207.384848
37.75,-119.15,122997813.310129
37.75,-119.05,119581207.384848
37.75,-118.95,122997813.310129
37.75,-118.85,119581207.384848
37.75,-118.75,119581207.384848
37.75,-118.65,122997813.310129
37.75,-118.55,119581207.384848
37.75,-118.45,122997813.310129
37.75,-118.35,119581207.384848
37.75,-118.25,122997813.310129
37.75,-118.15,88099624.2161836
37.75,-118.05,0
37.75,-117.95,0
37.75,-117.85,0
37.75,-117.75,0
37.75,-117.65,0
37.75,-117.55,0
37.75,-117.45,0
37.75,-117.35,0
37.75,-117.25,0
37.75,-117.15,0
37.75,-117.05,0
37.75,-116.95,0
37.85,-122.95,0
37.85,-122.85,0
37.85,-122.75,0
37.85,-122.65,0
37.85,-122.55,0
37.85,-122.45,0
37.85,-122.35,0
37.85,-122.25,0
37.85,-122.15,0
37.85,-122.05,0
37.85,-121.95,0
37.85,-121.85,0
37.85,-121.75,0
37.85,-121.65,0
37.85,-121.55,0
37.85,-121.45,0
37.85,-121.35,0
37.85,-121.25,0
37.85,-121.15,0
37.85,-121.05,0
37.85,-120.95,0
37.85,-120.85,0
37.85,-120.75,0
37.85,-120.65,29884991.3425595
37.85,-120.55,119539965.370238
37.85,-120.45,122955392.952245
37.85,-120.35,119539965.370238
37.85,-120.25,122955392.952245
37.85,-120.15,119539965.370238
37.85,-120.05,119539965.370208
37.85,-119.95,122955392.952245
37.85,-119.85,119539965.370238
37.85,-119.75,122955392.952245
37.85,-119.65,119539965.370238
37.85,-119.55,122955392.952245
37.85,-119.45,119539965.370238
37.85,-119.35,122955392.952213
37.85,-119.25,119539965.370238
37.85,-119.15,122955392.952245
37.85,-119.05,119539965.370238
37.85,-118.95,122955392.952245
37.85,-118.85,119539965.370238
37.85,-118.75,119539965.370238
