Var1,Var2,Var3
37.85,-118.65,122955392.952245
37.85,-118.55,119539965.370238
37.85,-118.45,122955392.952245
37.85,-118.35,119539965.370238
37.85,-118.25,122955392.952245
37.85,-118.15,43302742.5575862
37.85,-118.05,0
37.85,-117.95,0
37.85,-117.85,0
37.85,-117.75,0
37.85,-117.65,0
37.85,-117.55,0
37.85,-117.45,0
37.85,-117.35,0
37.85,-117.25,0
37.85,-117.15,0
37.85,-117.05,0
37.85,-116.95,0
37.95,-122.95,0
37.95,-122.85,0
37.95,-122.75,0
37.95,-122.65,0
37.95,-122.55,0
37.95,-122.45,0
37.95,-122.35,0
37.95,-122.25,0
37.95,-122.15,0
37.95,-122.05,0
37.95,-121.95,0
37.95,-121.85,0
37.95,-121.75,0
37.95,-121.65,0
37.95,-121.55,0
37.95,-121.45,0
37.95,-121.35,0
37.95,-121.25,0
37.95,-121.15,0
37.95,-121.05,0
37.95,-120.95,0
37.95,-120.85,0
37.95,-120.75,0
37.95,-120.65,90843140.4252733
37.95,-120.55,119498359.217138
37.95,-120.45,122912598.051913
37.95,-120.35,119498359.217138
37.95,-120.25,122912598.051913
37.95,-120.15,119498359.217138
37.95,-120.05,119498359.217108
37.95,-119.95,122912598.051913
37.95,-119.85,119498359.217138
37.95,-119.75,122912598.051913
37.95,-119.65,119498359.217138
37.95,-119.55,122912598.051913
37.95,-119.45,119498359.217138
37.95,-119.35,122912598.051882
37.95,-119.25,119498359.217138
37.95,-119.15,122912598.051913
37.95,-119.05,119498359.217138
37.95,-118.95,122912598.051913
37.95,-118.85,119498359.217138
37.95,-118.75,119498359.217138
37.95,-118.65,122912598.051913
37.95,-118.55,119498359.217138
37.95,-118.45,122912598.051913
37.95,-118.35,119498359.217138
37.95,-118.25,116327994.584847
37.95,-118.15,4755546.94843712
37.95,-118.05,0
37.95,-117.95,0
37.95,-117.85,0
37.95,-117.75,0
37.95,-117.65,0
37.95,-117.55,0
37.95,-117.45,0
37.95,-117.35,0
37.95,-117.25,0
37.95,-117.15,0
37.95,-117.05,0
37.95,-116.95,0
38.05,-122.95,0
38.05,-122.85,0
38.05,-122.75,0
38.05,-122.65,0
38.05,-122.55,0
38.05,-122.45,0
38.05,-122.35,0
38.05,-122.25,0
38.05,-122.15,0
38.05,-122.05,0
38.05,-121.95,0
38.05,-121.85,0
38.05,-121.75,0
38.05,-121.65,0
38.05,-121.55,0
38.05,-121.45,0
38.05,-121.35,0
38.05,-121.25,0
38.05,-121.15,0
38.05,-121.05,0
38.05,-120.95,0
38.05,-120.85,0
38.05,-120.75,30839251.4594239
38.05,-120.65,127257622.623045
38.05,-120.55,123722688.661294
38.05,-120.45,127257622.623045
38.05,-120.35,123722688.661294
38.05,-120.25,127257622.623045
38.05,-120.15,123722688.661294
38.05,-120.05,123722688.661262
38.05,-119.95,127257622.623045
38.05,-119.85,123722688.661294
38.05,-119.75,127257622.623045
38.05,-119.65,123722688.661294
38.05,-119.55,127257622.623045
38.05,-119.45,123722688.661294
38.05,-119.35,127257622.623013
38.05,-119.25,123722688.661294
38.05,-119.15,127257622.623045
38.05,-119.05,123722688.661294
38.05,-118.95,127257622.623045
38.05,-118.85,123722688.661294
38.05,-118.75,123722688.661294
38.05,-118.65,127257622.623045
38.05,-118.55,123722688.661294
38.05,-118.45,127257622.623045
38.05,-118.35,123722688.661294
38.05,-118.25,78012335.7076138
38.05,-118.15,0
38.05,-118.05,0
38.05,-117.95,0
38.05,-117.85,0
38.05,-117.75,0
38.05,-117.65,0
38.05,-117.55,0
38.05,-117.45,0
38.05,-117.35,0
38.05,-117.25,0
38.05,-117.15,0
38.05,-117.05,0
38.05,-116.95,0
38.15,-122.95,0
38.15,-122.85,0
38.15,-122.75,0
38.15,-122.65,0
38.15,-122.55,0
38.15,-122.45,0
38.15,-122.35,0
38.15,-122.25,0
38.15,-122.15,0
38.15,-122.05,0
38.15,-121.95,0
38.15,-121.85,0
38.15,-121.75,0
38.15,-121.65,0
38.15,-121.55,0
38.15,-121.45,0
38.15,-121.35,0
38.15,-121.25,0
38.15,-121.15,0
38.15,-121.05,0
38.15,-120.95,0
38.15,-120.85,121851.076531231
38.15,-120.75,91753860.6280403
38.15,-120.65,122825885.143481
38.15,-120.55,119414055.000606
38.15,-120.45,122825885.143481
38.15,-120.35,119414055.000606
38.15,-120.25,122825885.143481
38.15,-120.15,119414055.000606
38.15,-120.05,119414055.000576
38.15,-119.95,122825885.143481
38.15,-119.85,119414055.000606
38.15,-119.75,122825885.143481
38.15,-119.65,119414055.000606
38.15,-119.55,122825885.143481
38.15,-119.45,119414055.000606
38.15,-119.35,122825885.14345
38.15,-119.25,119414055.000606
38.15,-119.15,122825885.143481
38.15,-119.05,119414055.000606
38.15,-118.95,122825885.143481
38.15,-118.85,119414055.000606
38.15,-118.75,119414055.000606
38.15,-118.65,122825885.143481
38.15,-118.55,119414055.000606
38.15,-118.45,122825885.143481
38.15,-118.35,119414055.000606
38.15,-118.25,29731662.6736204
38.15,-118.15,0
38.15,-118.05,0
38.15,-117.95,0
38.15,-117.85,0
38.15,-117.75,0
38.15,-117.65,0
38.15,-117.55,0
38.15,-117.45,0
38.15,-117.35,0
38.15,-117.25,0
38.15,-117.15,0
38.15,-117.05,0
38.15,-116.95,0
38.25,-122.95,0
38.25,-122.85,0
38.25,-122.75,0
38.25,-122.65,0
38.25,-122.55,0
38.25,-122.45,0
38.25,-122.35,0
38.25,-122.25,0
38.25,-122.15,0
38.25,-122.05,0
38.25,-121.95,0
38.25,-121.85,0
38.25,-121.75,0
38.25,-121.65,0
38.25,-121.55,0
38.25,-121.45,0
38.25,-121.35,0
38.25,-121.25,0
38.25,-121.15,0
38.25,-121.05,0
38.25,-120.95,0
38.25,-120.85,33253449.5043084
38.25,-120.75,119371357.194984
38.25,-120.65,122781967.400523
38.25,-120.55,119371357.194953
38.25,-120.45,122781967.400523
38.25,-120.35,119371357.194953
38.25,-120.25,122781967.400523
38.25,-120.15,119371357.194953
38.25,-120.05,119371357.194923
38.25,-119.95,122781967.400523
38.25,-119.85,119371357.194953
38.25,-119.75,122781967.400523
38.25,-119.65,119371357.194953
38.25,-119.55,122781967.400523
38.25,-119.45,119371357.194953
38.25,-119.35,122781967.400492
38.25,-119.25,119371357.194953
38.25,-119.15,122781967.400523
38.25,-119.05,119371357.194953
38.25,-118.95,122781967.400523
38.25,-118.85,119371357.194953
38.25,-118.75,119371357.194953
38.25,-118.65,122781967.400523
38.25,-118.55,119371357.194953
38.25,-118.45,122781967.400523
38.25,-118.35,103658188.747862
38.25,-118.25,487230.029367156
38.25,-118.15,0
38.25,-118.05,0
38.25,-117.95,0
38.25,-117.85,0
38.25,-117.75,0
38.25,-117.65,0
38.25,-117.55,0
38.25,-117.45,0
38.25,-117.35,0
38.25,-117.25,0
38.25,-117.15,0
38.25,-117.05,0
38.25,-116.95,0
38.35,-122.95,0
38.35,-122.85,0
38.35,-122.75,0
38.35,-122.65,0
38.35,-122.55,0
38.35,-122.45,0
38.35,-122.35,0
38.35,-122.25,0
38.35,-122.15,0
38.35,-122.05,0
38.35,-121.95,0
38.35,-121.85,0
38.35,-121.75,0
38.35,-121.65,0
38.35,-121.55,0
38.35,-121.45,0
38.35,-121.35,0
38.35,-121.25,0
38.35,-121.15,0
38.35,-121.05,0
38.35,-120.95,0
38.35,-120.85,94123237.3710605
38.35,-120.75,119328295.76153
38.35,-120.65,122737675.6404
38.35,-120.55,119328295.7615
38.35,-120.45,122737675.6404
38.35,-120.35,119328295.7615
38.35,-120.25,122737675.6404
38.35,-120.15,119328295.7615
38.35,-120.05,119328295.761469
38.35,-119.95,122737675.6404
38.35,-119.85,119328295.7615
38.35,-119.75,122737675.6404
38.35,-119.65,119328295.7615
38.35,-119.55,122737675.6404
38.35,-119.45,119328295.7615
38.35,-119.35,122737675.640369
38.35,-119.25,119328295.7615
38.35,-119.15,122737675.6404
38.35,-119.05,119328295.7615
38.35,-118.95,122737675.6404
38.35,-118.85,119328295.7615
38.35,-118.75,119328295.7615
38.35,-118.65,122737675.6404
38.35,-118.55,119328295.7615
38.35,-118.45,122737675.6404
38.35,-118.35,59055330.045232
38.35,-118.25,0
38.35,-118.15,0
38.35,-118.05,0
38.35,-117.95,0
38.35,-117.85,0
38.35,-117.75,0
38.35,-117.65,0
38.35,-117.55,0
38.35,-117.45,0
38.35,-117.35,0
38.35,-117.25,0
38.35,-117.15,0
38.35,-117.05,0
38.35,-116.95,0
38.45,-122.95,0
38.45,-122.85,0
38.45,-122.75,0
38.45,-122.65,0
38.45,-122.55,0
38.45,-122.45,0
38.45,-122.35,0
38.45,-122.25,0
38.45,-122.15,0
38.45,-122.05,0
38.45,-121.95,0
38.45,-121.85,0
38.45,-121.75,0
38.45,-121.65,0
38.45,-121.55,0
38.45,-121.45,0
38.45,-121.35,0
38.45,-121.25,0
38.45,-121.15,0
38.45,-121.05,0
38.45,-120.95,32012164.3157445
38.45,-120.85,122693010.001028
38.45,-120.75,119284870.834364
38.45,-120.65,122693010.001028
38.45,-120.55,119284870.834333
38.45,-120.45,122693010.001028
38.45,-120.35,119284870.834333
38.45,-120.25,122693010.001028
38.45,-120.15,119284870.834333
38.45,-120.05,119284870.834303
38.45,-119.95,122693010.001028
38.45,-119.85,119284870.834333
38.45,-119.75,122693010.001028
38.45,-119.65,119284870.834333
38.45,-119.55,122693010.001028
38.45,-119.45,119284870.834333
38.45,-119.35,122693010.000997
38.45,-119.25,119284870.834333
38.45,-119.15,122693010.001028
38.45,-119.05,119284870.834333
38.45,-118.95,122693010.001028
38.45,-118.85,119284870.834333
38.45,-118.75,119284870.834333
38.45,-118.65,122693010.001028
38.45,-118.55,119284870.834333
38.45,-118.45,121962694.465308
38.45,-118.35,15093187.7382218
38.45,-118.25,0
38.45,-118.15,0
38.45,-118.05,0
38.45,-117.95,0
38.45,-117.85,0
38.45,-117.75,0
38.45,-117.65,0
38.45,-117.55,0
38.45,-117.45,0
38.45,-117.35,0
38.45,-117.25,0
38.45,-117.15,0
38.45,-117.05,0
38.45,-116.95,0
38.55,-122.95,0
38.55,-122.85,0
38.55,-122.75,0
38.55,-122.65,0
38.55,-122.55,0
38.55,-122.45,0
38.55,-122.35,0
38.55,-122.25,0
38.55,-122.15,0
38.55,-122.05,0
38.55,-121.95,0
38.55,-121.85,0
38.55,-121.75,0
38.55,-121.65,0
38.55,-121.55,0
38.55,-121.45,0
38.55,-121.35,0
38.55,-121.25,0
38.55,-121.15,0
38.55,-121.05,121674.574026295
38.55,-120.95,92716025.4080131
38.55,-120.85,122647970.618474
38.55,-120.75,119241082.545769
38.55,-120.65,122647970.618474
38.55,-120.55,119241082.545739
38.55,-120.45,122647970.618474
38.55,-120.35,119241082.545739
38.55,-120.25,122647970.618474
38.55,-120.15,119241082.545739
38.55,-120.05,119241082.545708
38.55,-119.95,122647970.618474
38.55,-119.85,119241082.545739
38.55,-119.75,122647970.618474
38.55,-119.65,119241082.545739
38.55,-119.55,122647970.618474
38.55,-119.45,119241082.545739
38.55,-119.35,122647970.618443
38.55,-119.25,119241082.545739
38.55,-119.15,122647970.618474
38.55,-119.05,119241082.545739
38.55,-118.95,122647970.618474
38.55,-118.85,119241082.545739
38.55,-118.75,119241082.545739
38.55,-118.65,122647970.618474
38.55,-118.55,119241082.545739
38.55,-118.45,91985977.9638555
38.55,-118.35,0
38.55,-118.25,0
38.55,-118.15,0
38.55,-118.05,0
38.55,-117.95,0
38.55,-117.85,0
38.55,-117.75,0
38.55,-117.65,0
38.55,-117.55,0
38.55,-117.45,0
38.55,-117.35,0
38.55,-117.25,0
38.55,-117.15,0
38.55,-117.05,0
38.55,-116.95,0
38.65,-122.95,0
38.65,-122.85,0
38.65,-122.75,0
38.65,-122.65,0
38.65,-122.55,0
38.65,-122.45,0
38.65,-122.35,0
38.65,-122.25,0
38.65,-122.15,0
38.65,-122.05,0
38.65,-121.95,0
38.65,-121.85,0
38.65,-121.75,0
38.65,-121.65,0
38.65,-121.55,0
38.65,-121.45,0
38.65,-121.35,0
38.65,-121.25,0
38.65,-121.15,0
38.65,-121.05,34177895.5289441
38.65,-120.95,119196931.026181
38.65,-120.85,122602557.626929
38.65,-120.75,119196931.026211
38.65,-120.65,122602557.626929
38.65,-120.55,119196931.026181
38.65,-120.45,122602557.626929
38.65,-120.35,119196931.026181
38.65,-120.25,122602557.626929
38.65,-120.15,119196931.026181
38.65,-120.05,119196931.02615
38.65,-119.95,122602557.626929
38.65,-119.85,119196931.026181
38.65,-119.75,122602557.626929
38.65,-119.65,119196931.026181
38.65,-119.55,122602557.626929
38.65,-119.45,119196931.026181
38.65,-119.35,122602557.626897
38.65,-119.25,119196931.026181
38.65,-119.15,122602557.626929
38.65,-119.05,119196931.026181
38.65,-118.95,122602557.626929
38.65,-118.85,119196931.026181
38.65,-118.75,119196931.026181
38.65,-118.65,122602557.626929
38.65,-118.55,119196931.026181
38.65,-118.45,47192254.3246511
38.65,-118.35,0
38.65,-118.25,0
38.65,-118.15,0
38.65,-118.05,0
38.65,-117.95,0
38.65,-117.85,0
38.65,-117.75,0
38.65,-117.65,0
38.65,-117.55,0
38.65,-117.45,0
38.65,-117.35,0
38.65,-117.25,0
38.65,-117.15,0
38.65,-117.05,0
38.65,-116.95,0
38.75,-122.95,0
38.75,-122.85,0
38.75,-122.75,0
38.75,-122.65,0
38.75,-122.55,0
38.75,-122.45,0
38.75,-122.35,0
38.75,-122.25,0
38.75,-122.15,0
38.75,-122.05,0
38.75,-121.95,0
38.75,-121.85,0
38.75,-121.75,0
38.75,-121.65,0
38.75,-121.55,0
38.75,-121.45,0
38.75,-121.35,0
38.75,-121.25,0
38.75,-121.15,0
38.75,-121.05,94835596.7369606
38.75,-120.95,119152416.413074
38.75,-120.85,122556771.167733
38.75,-120.75,119152416.413104
38.75,-120.65,122556771.167733
38.75,-120.55,119152416.413074
38.75,-120.45,122556771.167733
38.75,-120.35,119152416.413074
38.75,-120.25,122556771.167733
38.75,-120.15,119152416.413074
38.75,-120.05,119152416.413044
38.75,-119.95,122556771.167733
38.75,-119.85,119152416.413074
38.75,-119.75,122556771.167733
38.75,-119.65,119152416.413074
38.75,-119.55,122556771.167733
38.75,-119.45,119152416.413074
38.75,-119.35,122556771.167702
38.75,-119.25,119152416.413074
38.75,-119.15,122556771.167733
38.75,-119.05,119152416.413074
38.75,-118.95,122556771.167733
38.75,-118.85,119152416.413074
38.75,-118.75,119152416.413074
38.75,-118.65,122556771.167733
38.75,-118.55,114775388.871369
38.75,-118.45,6808709.50931852
38.75,-118.35,0
38.75,-118.25,0
38.75,-118.15,0
38.75,-118.05,0
38.75,-117.95,0
38.75,-117.85,0
38.75,-117.75,0
38.75,-117.65,0
38.75,-117.55,0
38.75,-117.45,0
38.75,-117.35,0
38.75,-117.25,0
38.75,-117.15,0
38.75,-117.05,0
38.75,-116.95,0
38.85,-122.95,0
38.85,-122.85,0
38.85,-122.75,0
38.85,-122.65,0
38.85,-122.55,0
38.85,-122.45,0
38.85,-122.35,0
38.85,-122.25,0
38.85,-122.15,0
38.85,-122.05,0
38.85,-121.95,0
38.85,-121.85,0
38.85,-121.75,0
38.85,-121.65,0
38.85,-121.55,0
38.85,-121.45,0
38.85,-121.35,0
38.85,-121.25,0
38.85,-121.15,32936880.6389636
38.85,-121.05,122510611.380383
38.85,-120.95,119107538.842009
38.85,-120.85,122510611.380352
38.85,-120.75,119107538.842039
38.85,-120.65,122510611.380352
38.85,-120.55,119107538.842009
38.85,-120.45,122510611.380352
38.85,-120.35,119107538.842009
38.85,-120.25,122510611.380352
38.85,-120.15,119107538.842009
38.85,-120.05,119107538.841978
38.85,-119.95,122510611.380352
38.85,-119.85,119107538.842009
38.85,-119.75,122510611.380352
38.85,-119.65,119107538.842009
38.85,-119.55,122510611.380352
38.85,-119.45,119107538.842009
38.85,-119.35,122510611.380321
38.85,-119.25,119107538.842009
38.85,-119.15,122510611.380352
38.85,-119.05,119107538.842009
38.85,-118.95,122510611.380352
38.85,-118.85,119107538.842009
38.85,-118.75,119107538.842009
38.85,-118.65,122510611.380352
38.85,-118.55,76690670.4176606
38.85,-118.45,0
38.85,-118.35,0
38.85,-118.25,0
38.85,-118.15,0
38.85,-118.05,0
38.85,-117.95,0
38.85,-117.85,0
38.85,-117.75,0
38.85,-117.65,0
38.85,-117.55,0
38.85,-117.45,0
38.85,-117.35,0
38.85,-117.25,0
38.85,-117.15,0
38.85,-117.05,0
38.85,-116.95,0
38.95,-122.95,0
38.95,-122.85,0
38.95,-122.75,0
38.95,-122.65,0
38.95,-122.55,0
38.95,-122.45,0
38.95,-122.35,0
38.95,-122.25,0
38.95,-122.15,0
38.95,-122.05,0
38.95,-121.95,0
38.95,-121.85,0
38.95,-121.75,0
38.95,-121.65,0
38.95,-121.55,0
38.95,-121.45,0
38.95,-121.35,0
38.95,-121.25,121492.141272233
38.95,-121.15,93427456.6383471
38.95,-121.05,122464078.402442
38.95,-120.95,119062298.446788
38.95,-120.85,122464078.402411
38.95,-120.75,119062298.446819
38.95,-120.65,122464078.402411
38.95,-120.55,119062298.446788
38.95,-120.45,122464078.402411
38.95,-120.35,119062298.446788
38.95,-120.25,122464078.402411
38.95,-120.15,119062298.446788
38.95,-120.05,119062298.446758
38.95,-119.95,122464078.402411
38.95,-119.85,119062298.446788
38.95,-119.75,122464078.402411
38.95,-119.65,119062298.446788
38.95,-119.55,122464078.402411
38.95,-119.45,119062298.446788
38.95,-119.35,122464078.40238
38.95,-119.25,119062298.446788
38.95,-119.15,122464078.402411
38.95,-119.05,119062298.446788
38.95,-118.95,122464078.402411
38.95,-118.85,119062298.446788
38.95,-118.75,119062298.446788
38.95,-118.65,122464078.402411
38.95,-118.55,31709448.8720528
38.95,-118.45,0
38.95,-118.35,0
38.95,-118.25,0
38.95,-118.15,0
38.95,-118.05,0
38.95,-117.95,0
38.95,-117.85,0
38.95,-117.75,0
38.95,-117.65,0
38.95,-117.55,0
38.95,-117.45,0
38.95,-117.35,0
38.95,-117.25,0
38.95,-117.15,0
38.95,-117.05,0
38.95,-116.95,0
39.05,-122.95,0
39.05,-122.85,0
39.05,-122.75,0
39.05,-122.65,0
39.05,-122.55,0
39.05,-122.45,0
39.05,-122.35,0
39.05,-122.25,0
39.05,-122.15,0
39.05,-122.05,0
39.05,-121.95,0
39.05,-121.85,0
39.05,-121.75,0
39.05,-121.65,0
39.05,-121.55,0
39.05,-121.45,0
39.05,-121.35,0
39.05,-121.25,35097780.5731307
39.05,-121.15,119016695.369094
39.05,-121.05,122417172.379671
39.05,-120.95,119016695.369094
39.05,-120.85,122417172.379639
39.05,-120.75,119016695.369124
39.05,-120.65,122417172.379639
39.05,-120.55,119016695.369094
39.05,-120.45,122417172.379639
39.05,-120.35,119016695.369094
39.05,-120.25,122417172.379639
39.05,-120.15,119016695.369094
39.05,-120.05,119016695.369064
39.05,-119.95,122417172.379639
39.05,-119.85,119016695.369094
39.05,-119.75,122417172.379639
39.05,-119.65,119016695.369094
39.05,-119.55,122417172.379639
39.05,-119.45,119016695.369094
39.05,-119.35,122417172.379608
39.05,-119.25,119016695.369094
39.05,-119.15,122417172.379639
39.05,-119.05,119016695.369094
39.05,-118.95,122417172.379639
39.05,-118.85,119016695.369094
39.05,-118.75,119016695.369094
39.05,-118.65,108450927.514899
39.05,-118.55,1093010.46767535
39.05,-118.45,0
39.05,-118.35,0
39.05,-118.25,0
39.05,-118.15,0
39.05,-118.05,0
39.05,-117.95,0
39.05,-117.85,0
39.05,-117.75,0
39.05,-117.65,0
39.05,-117.55,0
39.05,-117.45,0
39.05,-117.35,0
39.05,-117.25,0
39.05,-117.15,0
39.05,-117.05,0
39.05,-116.95,0
39.15,-122.95,0
39.15,-122.85,0
39.15,-122.75,0
39.15,-122.65,0
39.15,-122.55,0
39.15,-122.45,0
39.15,-122.35,0
39.15,-122.25,0
39.15,-122.15,0
39.15,-122.05,0
39.15,-121.95,0
39.15,-121.85,0
39.15,-121.75,0
39.15,-121.65,0
39.15,-121.55,0
39.15,-121.45,0
39.15,-121.35,121398.703820407
39.15,-121.25,95540779.9066357
39.15,-121.15,118970729.743968
39.15,-121.05,122369893.45097
39.15,-120.95,118970729.743968
39.15,-120.85,122369893.450939
39.15,-120.75,118970729.743999
39.15,-120.65,122369893.450939
39.15,-120.55,118970729.743968
39.15,-120.45,122369893.450939
39.15,-120.35,118970729.743968
39.15,-120.25,122369893.450939
39.15,-120.15,118970729.743968
39.15,-120.05,118970729.743938
39.15,-119.95,122369893.450939
39.15,-119.85,118970729.743968
39.15,-119.75,122369893.450939
39.15,-119.65,118970729.743968
39.15,-119.55,122369893.450939
39.15,-119.45,118970729.743968
39.15,-119.35,122369893.450908
39.15,-119.25,118970729.743968
39.15,-119.15,122369893.450939
39.15,-119.05,118970729.743968
39.15,-118.95,122369893.450939
39.15,-118.85,118970729.743968
39.15,-118.75,118970729.743968
39.15,-118.65,64826907.8400807
39.15,-118.55,0
39.15,-118.45,0
39.15,-118.35,0
39.15,-118.25,0
39.15,-118.15,0
39.15,-118.05,0
39.15,-117.95,0
39.15,-117.85,0
39.15,-117.75,0
39.15,-117.65,0
39.15,-117.55,0
39.15,-117.45,0
39.15,-117.35,0
39.15,-117.25,0
39.15,-117.15,0
39.15,-117.05,0
39.15,-116.95,0
39.25,-122.95,0
39.25,-122.85,0
39.25,-122.75,0
39.25,-122.65,0
39.25,-122.55,0
39.25,-122.45,0
39.25,-122.35,0
39.25,-122.25,0
39.25,-122.15,0
39.25,-122.05,0
39.25,-121.95,0
39.25,-121.85,0
39.25,-121.75,0
39.25,-121.65,0
39.25,-121.55,0
39.25,-121.45,0
39.25,-121.35,34099751.9201404
39.25,-121.25,122322241.763319
39.25,-121.15,118924401.714338
39.25,-121.05,122322241.763351
39.25,-120.95,118924401.714338
39.25,-120.85,122322241.763319
39.25,-120.75,118924401.714369
39.25,-120.65,122322241.763319
39.25,-120.55,118924401.714338
39.25,-120.45,122322241.763319
39.25,-120.35,118924401.714338
39.25,-120.25,122322241.763319
39.25,-120.15,118924401.714338
39.25,-120.05,118924401.714308
39.25,-119.95,122322241.763319
39.25,-119.85,118924401.714338
39.25,-119.75,122322241.763319
39.25,-119.65,118924401.714338
39.25,-119.55,122322241.763319
39.25,-119.45,118924401.714338
39.25,-119.35,122322241.763288
39.25,-119.25,118924401.714338
39.25,-119.15,122322241.763319
39.25,-119.05,118924401.714338
39.25,-118.95,122322241.763319
39.25,-118.85,118924401.714338
39.25,-118.75,118924401.714338
39.25,-118.65,19901634.5726036
39.25,-118.55,0
39.25,-118.45,0
39.25,-118.35,0
39.25,-118.25,0
39.25,-118.15,0
39.25,-118.05,0
39.25,-117.95,0
39.25,-117.85,0
39.25,-117.75,0
39.25,-117.65,0
39.25,-117.55,0
39.25,-117.45,0
39.25,-117.35,0
39.25,-117.25,0
39.25,-117.15,0
39.25,-117.05,0
39.25,-116.95,0
39.35,-122.95,0
39.35,-122.85,0
39.35,-122.75,0
39.35,-122.65,0
39.35,-122.55,0
39.35,-122.45,0
39.35,-122.35,0
39.35,-122.25,0
39.35,-122.15,0
39.35,-122.05,0
39.35,-121.95,0
39.35,-121.85,0
39.35,-121.75,0
39.35,-121.65,0
39.35,-121.55,0
39.35,-121.45,242607.574329226
39.35,-121.35,94374346.4140931
39.35,-121.25,122274217.46193
39.35,-121.15,118877711.421321
39.35,-121.05,122274217.461961
39.35,-120.95,118877711.421321
39.35,-120.85,122274217.46193
39.35,-120.75,118877711.421351
39.35,-120.65,122274217.46193
39.35,-120.55,118877711.421321
39.35,-120.45,122274217.46193
39.35,-120.35,118877711.421321
39.35,-120.25,122274217.46193
39.35,-120.15,118877711.421321
39.35,-120.05,118877711.421291
39.35,-119.95,122274217.46193
39.35,-119.85,118877711.421321
39.35,-119.75,122274217.46193
39.35,-119.65,118877711.421321
39.35,-119.55,122274217.46193
39.35,-119.45,118877711.421321
39.35,-119.35,122274217.461899
39.35,-119.25,118877711.421321
39.35,-119.15,122274217.46193
39.35,-119.05,118877711.421321
39.35,-118.95,122274217.46193
39.35,-118.85,118877711.421321
39.35,-118.75,94131738.8397398
39.35,-118.65,0
39.35,-118.55,0
39.35,-118.45,0
39.35,-118.35,0
39.35,-118.25,0
39.35,-118.15,0
39.35,-118.05,0
39.35,-117.95,0
39.35,-117.85,0
39.35,-117.75,0
39.35,-117.65,0
39.35,-117.55,0
39.35,-117.45,0
39.35,-117.35,0
39.35,-117.25,0
39.35,-117.15,0
39.35,-117.05,0
39.35,-116.95,0
39.45,-122.95,0
39.45,-122.85,0
39.45,-122.75,0
39.45,-122.65,0
39.45,-122.55,0
39.45,-122.45,0
39.45,-122.35,0
39.45,-122.25,0
39.45,-122.15,0
39.45,-122.05,0
39.45,-121.95,0
39.45,-121.85,0
39.45,-121.75,0
39.45,-121.65,0
39.45,-121.55,0
39.45,-121.45,36255476.5737438
39.45,-121.35,118830659.004274
39.45,-121.25,122225820.69008
39.45,-121.15,118830659.004244
39.45,-121.05,122225820.690111
39.45,-120.95,118830659.004244
39.45,-120.85,122225820.69008
39.45,-120.75,118830659.004274
39.45,-120.65,122225820.69008
39.45,-120.55,118830659.004244
39.45,-120.45,122225820.69008
39.45,-120.35,118830659.004244
39.45,-120.25,122225820.69008
39.45,-120.15,118830659.004244
39.45,-120.05,118830659.004214
39.45,-119.95,122225820.69008
39.45,-119.85,118830659.004244
39.45,-119.75,122225820.69008
39.45,-119.65,118830659.004244
39.45,-119.55,122225820.69008
39.45,-119.45,118830659.004244
39.45,-119.35,122225820.690048
39.45,-119.25,118830659.004244
39.45,-119.15,122225820.69008
39.45,-119.05,118830659.004244
39.45,-118.95,122225820.69008
39.45,-118.85,118830659.004244
39.45,-118.75,49351100.2191095
39.45,-118.65,0
39.45,-118.55,0
39.45,-118.45,0
39.45,-118.35,0
39.45,-118.25,0
39.45,-118.15,0
39.45,-118.05,0
39.45,-117.95,0
39.45,-117.85,0
39.45,-117.75,0
39.45,-117.65,0
39.45,-117.55,0
39.45,-117.45,0
39.45,-117.35,0
39.45,-117.25,0
39.45,-117.15,0
39.45,-117.05,0
39.45,-116.95,0
39.55,-122.95,0
39.55,-122.85,0
39.55,-122.75,0
39.55,-122.65,0
39.55,-122.55,0
39.55,-122.45,0
39.55,-122.35,0
39.55,-122.25,0
39.55,-122.15,0
39.55,-122.05,0
39.55,-121.95,0
39.55,-121.85,0
39.55,-121.75,0
39.55,-121.65,0
39.55,-121.55,484829.569837992
39.55,-121.45,96238669.6128414
39.55,-121.35,118783244.610338
39.55,-121.25,122177051.599174
39.55,-121.15,118783244.610308
39.55,-121.05,122177051.599205
39.55,-120.95,118783244.610308
39.55,-120.85,122177051.599174
39.55,-120.75,118783244.610338
39.55,-120.65,122177051.599174
39.55,-120.55,118783244.610308
39.55,-120.45,122177051.599174
39.55,-120.35,118783244.610308
39.55,-120.25,122177051.599174
39.55,-120.15,118783244.610308
39.55,-120.05,118783244.610278
39.55,-119.95,122177051.599174
39.55,-119.85,118783244.610308
39.55,-119.75,122177051.599174
39.55,-119.65,118783244.610308
39.55,-119.55,122177051.599174
39.55,-119.45,118783244.610308
39.55,-119.35,122177051.599143
39.55,-119.25,118783244.610308
39.55,-119.15,122177051.599174
39.55,-119.05,118783244.610308
39.55,-118.95,122177051.599174
39.55,-118.85,115268230.228983
39.55,-118.75,8120895.29478637
39.55,-118.65,0
39.55,-118.55,0
39.55,-118.45,0
39.55,-118.35,0
39.55,-118.25,0
39.55,-118.15,0
39.55,-118.05,0
39.55,-117.95,0
39.55,-117.85,0
39.55,-117.75,0
39.55,-117.65,0
39.55,-117.55,0
39.55,-117.45,0
39.55,-117.35,0
39.55,-117.25,0
39.55,-117.15,0
39.55,-117.05,0
39.55,-116.95,0
