ID,Location,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Tota,Pct Avg to Date,
PCHC1,PACIFIC HOUSE,1.17,4.05,23.74,11.3,6.79,16.71,15.99,1.52,0,0,0,0,81.27,157,157
PLCC1,PLACERVILLE,0.56,2.24,14.02,13.23,4.11,12.07,11.78,0.99,0,0,0,0,59,152,152
PLUC1,PLUMAS EUREKA SP,M,M,13.1,M,M,16.8,9.6,1.7,0.3,0,M,0,M,,
PRAC1,PORTOLA,0.19,0.73,9.79,3.78,2.73,4.47,6.09,0.33,0.34,0,0,0,28.45,123,123
PRDC1,PARADISE,2.78,6.97,26.74,9.75,7.72,15.92,11.35,0.39,0.08,0,0.03,0,81.73,146,146
PRPC1,PIT RIVER PH5,1.86,11.69,34.69,17.99,11.05,18.3,15.09,1.73,0.12,0.02,0,0,112.54,149,149
PTRC1,PIT RIVER PH1,0.45,4.33,5.94,3.25,2.49,3.98,3.88,0.3,0,0.06,0.61,0.07,25.36,134,134
QCYC1,QUINCY,0.91,4.47,20.93,7.04,6.79,10,11.4,0.92,0.16,0,0,0,62.62,164,164
RBL,RED BLUFF AP,0.33,5.07,7.68,4.26,2.44,5.11,4.4,0.62,0.34,0,0.01,0,30.26,126,126
ROMC1,ROUND MOUNTAIN,3.13,7.63,23.78,15.68,10.49,18.28,13.08,1.7,0.09,0,0,0,93.86,145,145
SAC,SACRAMENTO AP,0.15,0.85,8.98,2.53,2.09,5.29,3.27,0.3,0,0,0,0,23.46,130,130
SERC1,SIERRAVILLE,0.43,1.64,17.84,9.77,4.83,4.18,5.26,0.31,0.18,0,0,0,44.44,169,169
SHDC1,SHASTA DAM,0.95,9.53,22.84,14.08,8.21,16.67,13.72,1.3,0.55,0,0,0,87.85,139,139
SLPC1,SLY PARK,0.44,3.95,20.6,10.6,5.42,15.64,15.48,1.68,0,0,0,0,73.81,NA,NA
SMTC1,SACRAMENTO 5 ESE,0.16,0.9,9.47,3.07,2.07,6.02,3.42,0.42,0,0,0,0,25.53,128,128
SODC1,SODA SPRINGS,2.32,7.01,27.87,11.14,9.09,17.59,13.54,1.57,0.63,0.12,0,0.12,91,NA,NA
STOC1,STONY GORGE,0.31,2.47,9.56,2.61,2.4,5.28,5.65,1.49,0.69,0,0,0,30.46,143,143
STYC1,STRAWBERRY VALLEY,3.57,8.84,41.19,14.46,9.95,22.66,19.71,2.42,0.43,0,0,0,123.23,153,153
TWLC1,CAPLES LAKE,1.16,3.19,17,8.49,9.55,12.44,8.44,M,0.68,M,0.1,M,M,,
VOLC1,VOLTA PH,0.78,6.41,11.44,6.75,6.31,7.9,10.39,0.65,0.61,0,0.02,0,51.26,145,145
VTNC1,VINTON,0.57,0.81,9.37,2.49,2.42,2.19,3.38,0.35,0.14,0.04,0.05,0,21.81,154,154
WDDC1,WOODLAND,0.05,2.43,10.61,2.93,2.11,5.47,4.54,0.51,0,0,0,0,28.65,138,138
WSKC1,WHISKEYTOWN RES,1.43,9.72,26.85,12.11,6.38,17.87,13.13,1.71,0.33,M,0.09,0,M,,
ABYC1,AUBERRY,0.66,0.42,7.14,6.48,2.37,7.5,10.08,0.96,0,0,0,0,35.61,136,136
ARNC1,CALAVERAS BIG TREES,1.34,4.17,21.67,11.36,6.38,16.04,12.71,2.55,0,0,0,0,76.22,137,137
BCRC1,BIG CREEK PH #1,0.67,1.18,11.07,7.84,5.33,9.44,11.02,1.9,0,1.84,0,0,50.29,NA,NA
CHVC1,CHERRY VALLEY,1.84,2.79,22.78,11.06,3.55,12.76,9.8,1.5,0.13,0.37,0,0,66.58,139,139
CMPC1,CAMP PARDEE,0.23,0.78,8.88,4.89,1.64,8.04,7.44,1.33,0,0,0,0,33.23,145,145
COAC1,COARSEGOLD 1 SW,0.1,0.42,6.95,5.92,2.02,8.78,7.45,M,M,0,0,0,M,,
EXQC1,EXCHEQUER DAM,0.64,0.67,4.86,4.45,1.88,5.87,5.8,2.23,0,0,0,0,26.4,132,132
FDDC1,FIDDLETOWN DEXTER RANCH,0.51,2.13,17.03,6.53,3.1,12.52,12.18,0.99,0,0,0,0,54.99,149,149
FLOC1,FLORENCE LAKE,M,0.99,7.1,M,3.42,6.95,6.13,1.54,M,1.23,0,0,M,,
FRAC1,FRIANT GOVERNMENT CAMP,0.24,0.17,3.05,4.43,0.82,4.49,5.24,0.54,0,0,0,0,18.98,129,129
GRVC1,GROVELAND RS,1.13,1.49,14.25,8.01,4.04,10.48,11.12,1.89,0,0,0,0.15,52.56,140,140
HETC1,HETCH HETCHY,1.1,2.52,13.97,8.45,4,10.25,9.66,0.92,0.23,0.24,0,0,51.34,141,141
HNTC1,HUNTINGTON LAKE,0.88,2.38,6.48,7.67,7.7,13.27,13.74,3.33,0.02,2.2,0,0,57.67,127,127
LOSC1,LOS BANOS,0.09,0.17,2.11,2.88,0.8,2.16,1.55,0.79,0,0,0,0,10.55,106,106
MATC1,MATHER,1.53,2.35,11.67,8,4.41,10.45,9.92,1.22,0,0.14,0,0,49.69,143,143
MCEC1,MERCED,0.2,0.2,3.26,0.8,0.97,4.2,2.96,1.11,0,0,0,0,13.7,110,110
MDRC1,MADERA,0.14,0,2.39,2.88,0.65,3.8,1.73,0,0,0,0,0,11.59,97,97
MOD,MODESTO AP,0.03,0.34,3.06,2.64,0.9,3.33,2.32,0.99,0,0.08,0,0,13.69,105,105
MRIC1,MARIPOSA RS,0.45,0.74,10.41,6.8,4.2,7.93,8.27,1.85,0,0,0,0,40.65,135,135
NMDC1,NEW MELONES DAM HQ,0.66,1.26,10.71,6.16,2.93,9.37,8.21,1.34,M,0,0,0.06,M,,
NOFC1,NORTH FORK RS,0.86,0.82,8.01,10.6,3.36,9.85,9.77,0.88,0.01,0,0,0,44.16,130,130
PANC1,PANOCHE 2W,M,M,M,M,1.35,2.51,1.41,0.86,0,0.03,0,0,M,,
SCKC1,STOCKTON FIRE STA 4,0.41,0.25,7.92,3.61,1.15,4.68,3.47,0.76,0,0,0,0,22.25,134,134
SLDC1,LOS BANOS,0.06,0.28,2.59,2.39,0.76,3.04,1.25,1.09,0,0,0,0,11.46,109,109
SONC1,SONORA,0.91,1.3,11.96,7.23,2.91,10.82,11.87,1.82,0,0,0,0,48.82,149,149
SPGC1,SALT SPRINGS PH,1.18,4.01,21.92,8.24,6.42,12.48,11.25,1.64,0.18,0.02,0,0,67.34,146,146
TIGC1,TIGER CREEK PH,0.76,2.9,20.27,6.77,4.33,13.6,10.77,1.5,0.03,0,0,0.01,60.94,131,131
TRAC1,TRACY CARBONA,0,0.35,1.76,3.2,1.12,2.74,3.17,0.7,0,0,0,0,13.04,123,123
WSTC1,WEST POINT,0.77,2.4,16.52,7.69,4.5,13.79,11.67,1.46,0,0,0,0,58.8,161,161
YNPC1,SOUTH ENTRANCE YOSEMITE,3.12,1.09,12.78,9.23,5.22,7.95,10.4,1.1,0.15,0,0,0,51.04,121,121
YPQC1,YOSEMITE PARK HEADQUARTER,0.57,3.11,9.1,9.85,4.2,8.9,8.86,1.19,0,0,0,0,45.78,121,121
