ID,Location,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Tota,Pct Avg to Date,
HRRC1,HARRISON GULCH RS,3.3,3.44,7.95,5.53,3.25,7.15,2.28,3.6,1.25,0,0,0,37.75,101,101
LSPC1,LAKE SPAULDING,8.64,4.11,13.43,15.92,5.33,16.43,4.96,14.97,4.03,0,M,M,M,,
MCLC1,MCCLOUD,7.36,1.64,13.37,9.09,4.12,7.22,3.3,7.92,3.65,0,0,0.29,57.96,118,118
MHS,MT. SHASTA,7.75,1.34,10.65,5.74,3.35,7.21,2.99,6.07,3.76,0,0,0.12,48.98,123,123
MINC1,MINERAL,4.95,2.23,5.51,5.22,4.31,6.85,3.29,9.3,2.42,0,0,0.59,44.67,79,79
MNZC1,MANZANITA LAKE,4.93,2.67,1.75,3.46,3.54,3.27,3.07,6.39,2.11,0,0,M,M,,
NCOC1,NICOLAUS,2.24,3.06,2.88,3.89,2.58,1.95,1.01,1.71,0.61,0,0,0.08,20.01,101,101
NVDC1,NEVADA CITY,8.31,3.92,12.8,11.18,6.03,13.06,4.17,9.32,2.2,0,0,0.53,71.52,121,121
ONDC1,ORLAND,3.62,1.81,6.34,6.29,3.32,2.72,1.8,3.21,0.71,0,0,0,29.82,137,137
OROC1,OROVILLE,3.92,2.86,6.75,5.59,2.75,3.65,1.97,3.03,1.58,0,0,0.31,32.41,113,113
PCHC1,PACIFIC HOUSE,8.25,3.49,9.53,13.98,5.77,10.79,3.83,7.54,2.86,0,0.07,0.56,66.67,129,129
PLCC1,PLACERVILLE,6.9,4.24,7.74,9.93,4.47,11.29,2.52,3.56,2.08,0,0.04,0.46,53.23,137,137
PLUC1,PLUMAS EUREKA SP,8.9,1.5,9.7,9.82,3.82,10.8,4.5,10,2.5,0,0,M,M,,
PRAC1,PORTOLA,2.54,1.29,4.46,3.83,1.19,3.94,0.73,1.84,0.98,0,0,0.86,21.66,94,94
PRDC1,PARADISE,7.97,2.22,12.49,9.48,3.93,8.07,4.27,7.08,2.65,0,0,0,58.16,104,104
PRPC1,PIT RIVER PH5,10.17,2.07,16.9,10.22,6,13.86,6.28,11.19,2.59,0,0,M,M,,
PTRC1,PIT RIVER PH1,2.65,1.76,1.05,1.52,1.62,2.52,2.29,4.79,0.82,0,0,M,M,,
QCYC1,QUINCY,6.12,2.43,8.43,7.58,3.44,7.92,3.12,5.53,2.67,0,0,0.49,47.73,125,125
RBL,RED BLUFF AP,2.71,2.06,7.23,5.15,2.63,2.11,1.29,3.63,0.86,0,0,0.01,27.68,115,115
ROMC1,ROUND MOUNTAIN,5.9,2.18,10.99,5.46,5.41,9.9,7.21,12.98,2.94,0,0,0,62.97,97,97
SAC,SACRAMENTO AP,2.72,2.69,4.14,3.83,2.33,3.3,0.84,1.23,0.66,0,0,0,21.74,121,121
SERC1,SIERRAVILLE,2.91,2.52,2.69,5,1.26,4.82,1.2,2.16,0.59,0,0,1.39,24.54,93,93
SHDC1,SHASTA DAM,8.09,1.84,18.18,7.51,5.96,10.03,4.41,9.82,1.9,0,0,0.01,67.75,107,107
SLPC1,SLY PARK,7.2,4.06,8.42,11.32,5.77,10.48,3.36,7.59,2.98,0,0,0.45,61.63,NA,NA
SMTC1,SACRAMENTO 5 ESE,3.09,2.76,4.13,3.69,2.52,3.55,0.86,1.31,0.69,0,0,0.1,22.7,114,114
SODC1,SODA SPRINGS,8.54,3.7,12.73,11.18,3.98,12.71,4.02,9.25,3.15,0,0.08,0.55,69.89,NA,NA
STOC1,STONY GORGE,2.9,2.31,7.54,6.14,4.21,3.36,1,2.47,0.77,0,0,0.24,30.94,145,145
STYC1,STRAWBERRY VALLEY,10.88,3.75,16.38,14.03,6.95,15.82,5.51,13.97,3.75,0.03,0,0.82,91.89,114,114
TWLC1,CAPLES LAKE,6.21,2.41,7.71,8.85,4.23,M,M,M,M,M,M,M,M,,
VOLC1,VOLTA PH,4.12,2.38,4.03,4.2,M,3.98,4.21,6.94,1.31,0,0,0.45,M,,
VTNC1,VINTON,1.84,1.05,2.55,1.75,0.34,2.37,0.76,1.06,1.15,0,0,0.58,13.45,95,95
WDDC1,WOODLAND,2.59,3.11,3.7,5.16,3.89,2.29,0.79,1.86,0.9,0,0,M,M,,
WSKC1,WHISKEYTOWN RES,7.02,1.78,17.17,9.58,5.75,12.22,4.71,10.24,2.32,0,0,0.01,70.8,112,112
ABYC1,AUBERRY,5.33,1.57,6.14,5.44,5.16,4.86,1.08,4.85,0.06,0,0.03,0.47,34.99,134,134
ARNC1,CALAVERAS BIG TREES,9.22,3.2,12.42,14.53,7.52,11.48,3.52,5.89,1.85,0,0,1.42,71.05,128,128
BCRC1,BIG CREEK PH #1,7.82,1.9,6.7,11.38,6.38,7.59,2.07,6.73,M,M,0.25,0.45,M,,
CHVC1,CHERRY VALLEY,12.98,1.7,9.71,14.77,7.09,11.48,3,6.56,0.83,0,0.18,0.95,69.25,145,145
CMPC1,CAMP PARDEE,3.72,2.04,4.36,5.6,3.16,5.53,1.12,2.2,1.47,0,0,0.4,29.6,129,129
COAC1,COARSEGOLD 1 SW,3.72,2.3,6.76,7.42,4.88,5.72,1.39,4.3,M,M,0.11,0.22,M,,
EXQC1,EXCHEQUER DAM,6.02,2,4.21,7.3,3.45,6.17,0.87,2.42,0.12,0,0,M,M,,
FDDC1,FIDDLETOWN DEXTER RANCH,6.24,3.73,6.78,10.16,4.46,10.01,2.23,4.55,1.54,0,0.05,0.81,50.56,137,137
FLOC1,FLORENCE LAKE,6.09,0.83,5.37,7.96,4.03,4.32,0.96,2.56,0,M,0.11,0,M,,
FRAC1,FRIANT GOVERNMENT CAMP,3.17,3.17,3.36,4.97,3.06,3.33,0.45,2.21,M,M,0.03,0.15,M,,
GRVC1,GROVELAND RS,9.9,2.79,7.43,13.16,6.36,9.16,2.3,3.93,0.14,0,0.08,0.71,55.96,149,149
HETC1,HETCH HETCHY,8.52,2.42,5.55,10.84,6.07,8.62,3.23,5.71,0.79,0,0.66,0.52,52.93,145,145
HNTC1,HUNTINGTON LAKE,8.8,2.35,9.86,13.46,5.87,7.49,2.95,6.56,M,M,0.46,0.89,M,,
LOSC1,LOS BANOS,2.14,3.52,1.65,1.85,2.51,1.54,0.72,1.41,0.07,0,0.04,0.14,15.59,157,157
MATC1,MATHER,8.75,1.89,6.5,11.72,5.69,7.28,2.83,4.78,0.11,0,0.41,0.44,50.4,145,145
MCEC1,MERCED,3.59,1.44,3.47,5.07,2.41,2.53,1.37,1.37,0.01,0,0.07,0.27,21.6,173,173
MDRC1,MADERA,3.89,1.07,3.67,2.1,2.94,2.59,0.6,3.32,0,0,0.04,0.01,20.23,169,169
MOD,MODESTO AP,1.4,1.15,3.11,2.77,2.78,2.02,1.55,1.11,0.21,0,0,0.28,16.38,126,126
MRIC1,MARIPOSA RS,8.88,3.67,6.51,12.48,4.89,9.54,1.58,3.27,M,0,0.1,0.5,M,,
NMDC1,NEW MELONES DAM HQ,3.95,2.75,6.18,11.38,4.4,7.68,1.92,2.99,0.29,0,0,1.29,42.83,NA,NA
NOFC1,NORTH FORK RS,6.9,2.49,6.8,12.36,7.02,7.29,1.62,4.54,M,0.02,0.26,0.26,M,,
PANC1,PANOCHE 2W,3.21,0.5,3.3,2.51,3.74,1.83,0.54,0.54,0.14,0,0,M,M,,
SCKC1,STOCKTON FIRE STA 4,3.03,2.69,3.74,3.72,2.56,1.81,1.75,0.94,0.26,0,M,M,M,,
SLDC1,LOS BANOS,1.84,0.96,2.81,1.74,3.12,2.13,0.7,0.61,0.1,0,0.04,M,M,,
SONC1,SONORA,5.47,3.26,6.22,10.74,5.63,8.19,2.28,3.62,0.42,0,0,1.12,46.95,143,143
SPGC1,SALT SPRINGS PH,9.3,2.69,8.8,10.5,7.09,10.53,3.38,5.83,1.67,0,M,M,M,,
TIGC1,TIGER CREEK PH,8.37,3.15,8.94,9.03,6.72,11.31,2.76,4.7,1.6,0,M,M,M,,
TRAC1,TRACY CARBONA,1.66,1.29,2.67,2.31,2.92,1.86,0.94,0.68,0.07,0,0,0.1,14.5,137,137
WSTC1,WEST POINT,8.28,3.03,9.14,9.55,4.19,11.83,1.87,4.19,1.19,0,0,1.16,54.43,149,149
YNPC1,SOUTH ENTRANCE YOSEMITE,12.14,1.44,10.13,18.42,6.51,8.29,2.2,6.44,0,0.02,0.54,0.6,66.73,158,158
YPQC1,YOSEMITE PARK HEADQUARTER,6.69,1.64,4.34,11,6.07,5.57,1.15,3.38,0.17,0,0.31,0.8,41.12,109,109
