ID,Location,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Tota,Pct Avg to Date,
HETC1,HETCH HETCHY,0.95,0.64,4.39,9.97,7.1,0.7,0.16,1.79,0,0,0,0,25.7,70,70
HNTC1,HUNTINGTON LAKE,0.61,M,4.79,10.51,8.2,0.81,0.03,1.57,1.12,1.52,0,0,M,,
LOSC1,LOS BANOS,0.48,0.3,1.29,2.94,1.08,0,0.01,0.12,0,0,0,0,6.22,63,63
MATC1,MATHER,1.03,0.81,4.94,11.45,6.72,0.65,0.11,1.27,0,0.03,M,0,M,,
MCEC1,MERCED,1.26,0.29,1.44,4.45,2.18,0.07,0,0.09,0,0,0,0,9.78,78,78
MDRC1,MADERA,0.32,0.09,2.13,2.78,2.21,0,0,0.26,0,M,0,0,M,,
MOD,MODESTO AP,0.75,0.37,1.85,4.81,1.74,0.01,0,0.09,0,0,0,0,9.62,74,74
MRIC1,MARIPOSA RS,0.84,0.2,1.35,9.26,5.73,0.08,0.03,0.68,0,0,0,M,M,,
NMDC1,NEW MELONES DAM HQ,1.58,0.75,5.16,9.01,4.07,0.4,0.06,0.57,0,0,0,0,21.6,NA,NA
NOFC1,NORTH FORK RS,1.44,0.37,5.18,11.89,7.87,0.79,0.02,1.46,0,0.05,0,0,29.07,85,85
PANC1,PANOCHE 2W,0.54,0.28,0.77,5.11,1.85,0.17,0.1,0.31,M,0,M,0,M,,
SCKC1,STOCKTON FIRE STA 4,0.69,0.8,M,7.08,2.18,0.12,M,0,0,0,0,0,M,,
SONC1,SONORA,1.12,0.8,6.27,9.31,5.55,0.46,0.05,0.42,0,0,0,0,23.98,73,73
SPGC1,SALT SPRINGS PH,1.88,1.13,5.04,11.48,5.45,1.05,0.4,1.96,0,0,0,M,M,,
TIGC1,TIGER CREEK PH,1.9,1.34,6.5,11.78,5.61,1.24,0.18,1.4,0,0,0,M,M,,
TRAC1,TRACY CARBONA,0.53,0.58,1.7,6.72,1.7,0.02,0.02,0,0,0,0,0,11.27,107,107
WSTC1,WEST POINT,1.49,1.15,6.84,12.55,4.73,0.97,0.21,0.95,0,0,0,0,28.89,79,79
YNPC1,SOUTH ENTRANCE YOSEMITE,0.61,0.61,3.35,13.81,6.47,0.73,0.01,1.68,0.02,M,0,0.02,M,,
YPQC1,YOSEMITE PARK HEADQUARTER,1.24,0,4.33,7.55,9.67,0.21,0,0.97,0.09,0.23,0,0.03,24.32,65,65
